nama,fakultas,nilai_mat,nilai_kim,nilai_fis
Joshua Sowder,FMIPA,68.01,62.66,70.32
Charles Lehn,STEI,72.52,52.74,64.65
James Walker,STEI,84.75,54.05,72.42
Mayra Dieppa,FMIPA,78.41,61.74,68.66
John Smith,FTSL,83.5,37.73,50.86
Manuel Scott,FTSL,69.97,51.15,53.19
Charles Mccrossen,FMIPA,57.63,47.21,48.46
Jesus Christman,FTSL,57.7,46.31,48.79
Eric Mcguire,FTMD,88.33,22.11,30.17
Tina Saenphimmacha,FTMD,57.51,33.36,42.31
Stephen Groomes,FTI,48.7,20.54,38.52
John Lankford,FTMD,66.05,54.53,53.99
Lesley Bugg,FITB,59.45,51.85,47.77
Paul Webb,FTMD,62.29,76.38,76.15
Vicki Giddins,FTTM,66.38,45.82,55.0
Brandi Rowe,SAPPK,86.44,36.57,54.61
Debra Ruiz,FMIPA,88.72,36.97,50.14
Travis Smith,SAPPK,68.11,49.68,60.64
Jacqueline Pineda,SITHR,75.63,36.75,52.13
David Bennett,FITB,91.47,37.47,42.78
Richard Fisher,FTI,57.6,32.85,53.16
Bradley Stewart,FTMD,70.44,52.02,56.59
Linda Santana,FMIPA,89.77,31.78,39.9
Shirley Wells,FMIPA,72.12,31.24,34.5
Melvin Lovig,FTSL,85.03,51.95,59.94
Sue Greene,FTSL,42.74,38.15,45.33
John Vazquez,FTI,70.29,41.15,46.18
Samuel Bradley,STEI,88.7,43.3,46.35
Mona Frost,FMIPA,80.68,22.17,21.63
Allyson Diggs,FMIPA,63.6,42.19,50.03
Paul Leon,FITB,74.01,45.11,41.51
Darlene Scanlon,SITHR,71.88,47.87,41.18
Benito Marcotte,FTI,61.53,62.7,70.3
Irving Quinn,STEI,71.66,66.94,72.67
William Bell,FTTM,77.05,53.7,59.63
Solange Racki,FTI,71.15,54.4,65.71
Bruce Padgett,FTI,83.26,41.42,53.44
Annie Ray,STEI,80.51,44.03,42.68
Sherri Hinzman,FTSL,78.64,59.88,70.44
Anthony Meggs,SITHR,67.98,56.9,60.86
Hilda Golden,FTTM,77.13,43.36,48.92
Michael Green,FTSL,98.63,44.3,44.49
Diana Farmer,FTI,77.41,38.78,56.85
Brinda Lowe,STEI,61.96,37.12,49.88
Samuel Heitman,FTTM,61.05,49.96,66.95
Anna Franklin,STEI,52.39,63.69,60.67
Larry Bailes,SITHR,97.45,36.76,60.36
Milton Christenson,FMIPA,54.92,37.85,42.48
Elvira Chandler,SAPPK,71.68,43.87,59.79
Jennie Landfried,FTI,54.3,32.48,28.97
Donette Adams,FTTM,74.36,31.24,43.66
Sandra Pigg,FMIPA,68.98,53.88,65.45
Melvina Barney,FTMD,71.08,38.38,47.65
Sharon Mayfield,STEI,72.93,39.5,39.92
Pamela Reed,FMIPA,52.53,56.73,54.1
Clare Hitt,FTMD,79.35,56.09,57.0
Dennis Williams,FTI,51.3,23.89,45.28
Joan Lozano,FTI,80.47,37.65,56.67
Thurman Harry,FITB,64.8,55.18,61.79
Rossie Baker,FMIPA,62.08,60.48,79.1
Dawn Snellgrove,FTSL,80.22,52.06,59.22
Brianne Marriott,FTTM,82.33,31.88,47.33
Lori Green,FTI,50.32,37.89,36.6
Joshua Romero,FTSL,47.26,41.78,45.53
Dorothy Kellogg,FMIPA,85.13,49.88,56.77
Vera Dwyer,FTSL,58.45,36.11,40.45
Jerome Zachery,FTI,76.35,36.1,41.61
Jamie Brown,FTTM,63.94,28.53,31.44
Clyde Polczynski,SITHS,100.0,26.26,25.47
Hilda Fox,FTI,72.94,39.97,61.58
Tammy Yamasaki,FTI,69.24,41.35,45.17
Robert Geist,SITHS,50.91,30.39,32.04
Kimberly White,FTSL,57.4,41.22,54.67
Carol Baker,FTMD,98.61,66.29,63.22
Orlando Barry,FTTM,63.52,41.65,46.68
Bertha Pruitt,FTTM,83.74,44.62,40.75
Brandon Hammons,FTTM,64.72,53.1,55.56
Judy Collins,FMIPA,62.13,57.42,58.37
Emily Buckley,FTSL,57.61,51.81,49.2
Willie Dwight,FTMD,68.31,56.13,56.6
Michael Sheck,FTTM,88.42,67.16,86.25
Diane Orr,SITHR,57.97,52.44,55.04
Janet Ryan,FMIPA,66.05,37.61,28.07
Jerry Southwell,SITHS,70.16,56.05,55.91
James Mendez,FTSL,67.4,39.71,38.06
Rebecca Lines,FMIPA,89.09,56.36,63.59
Adam Sykes,FTTM,85.0,34.27,43.88
Janice Mitchell,FITB,74.43,52.44,59.81
Noe Pruett,FMIPA,80.04,27.89,52.44
Carolyn Cockrell,FTI,78.44,40.21,48.47
Dorothy Raitz,FMIPA,89.12,35.39,46.36
Anne Jones,FTI,94.01,60.17,58.96
Susan Ault,FTSL,56.83,49.53,61.3
Carla Talkington,FTMD,42.37,32.58,43.76
Amy Cunningham,STEI,80.53,28.63,48.22
Arthur Dickinson,FTI,84.21,36.89,33.1
Pedro Smith,FTMD,66.0,37.28,49.6
Hannah Potts,STEI,67.84,27.82,50.35
Robert Morales,STEI,80.97,28.1,40.8
Viola Lekwa,FITB,82.18,54.78,50.4
Ryan Stewart,STEI,94.19,58.85,48.13
Rona Kelley,FTMD,65.02,43.54,52.61
Laurie James,FTTM,66.74,47.9,62.96
Richard Batchelder,FTMD,64.6,34.26,46.46
Ronald Baca,FTSL,52.18,49.05,62.52
Edith Leite,FTMD,62.02,42.53,47.35
Betty Gibson,FTMD,64.16,39.67,31.48
Linda Adkins,FTSL,80.7,52.2,53.38
Hattie Powell,FMIPA,66.22,54.09,61.87
Jeanne Young,STEI,67.35,22.83,31.44
Anna Byars,FTI,89.78,39.95,48.83
Abby Shipton,SITHR,72.63,38.61,38.89
Juan Hawk,STEI,95.38,20.22,36.83
Gregory Ruper,FTSL,69.15,38.17,39.94
Gene Pigeon,SITHR,71.66,45.59,54.22
Janice Lopez,STEI,62.31,36.86,45.08
Marsha Gilbert,FTTM,60.1,48.55,49.24
Richard Shipp,FTI,76.06,57.07,66.98
Diane Richardson,FTI,67.16,40.34,59.2
Mark Stephens,FTSL,96.4,41.01,41.31
Ronald Walker,FTI,88.56,58.95,59.41
John Clegg,STEI,67.36,68.52,73.07
Matthew Picard,SITHS,61.79,62.83,72.81
Keila Contreras,FTSL,73.03,36.97,37.86
Margart Savage,STEI,74.29,37.02,55.82
Amy Greene,SITHR,79.77,52.7,60.84
Elizabeth Genung,FTI,70.16,33.78,47.68
Douglas Walz,FTI,85.2,42.72,53.53
Daniel Tucker,FTI,88.0,44.96,46.15
Larry Huskin,STEI,88.37,55.65,60.09
Bryan Frank,FMIPA,84.26,39.29,40.41
Rose Alexander,FTSL,74.08,42.55,48.06
Alease Robinson,FTI,100.0,38.47,40.95
Alejandro Hiltz,FITB,74.26,51.16,57.68
Katrina Brown,FTTM,72.94,68.25,56.46
William Dowd,STEI,47.02,57.9,60.66
Jack Cox,FTTM,64.18,42.61,45.76
James Creagh,STEI,68.36,47.5,57.56
Gail Ford,FITB,68.3,31.71,37.14
Sarah Rabil,STEI,75.75,55.51,69.32
Lyle Eldred,FMIPA,71.97,61.99,66.74
Vernon Lish,FTMD,63.5,52.89,65.8
John Summerville,FITB,51.24,52.84,48.73
Leatha Lucky,SITHR,48.44,51.4,49.77
Charles Williams,FTTM,85.26,61.39,79.7
Jerome Rose,FTTM,91.19,41.6,51.93
Christa Adkins,FTI,60.47,66.57,76.72
Renata Hardy,FITB,86.87,47.56,41.95
Eloise Bohannon,FTSL,70.53,70.84,83.2
Marian Edsall,FTI,76.35,66.43,66.69
Mary Nozum,FTSL,66.23,32.01,42.04
Jack Smith,FMIPA,70.65,75.79,72.0
James Tappin,FTTM,55.47,41.95,61.23
Robbin Sease,FTI,39.99,48.37,47.23
Jeremy Harvey,FITB,73.54,48.86,66.72
Rudy Ferguson,FTTM,37.82,62.83,71.78
Pat Correa,FTI,61.66,30.81,28.03
Olivia Dickey,FTMD,81.94,32.83,46.51
Trula Norris,SITHR,58.66,45.73,53.04
Robert Magee,FTI,46.21,33.95,31.19
Margaret Stubbs,FTTM,94.04,41.83,54.91
Tara Badillo,FITB,53.61,67.19,92.57
Andrea Simoneau,STEI,61.4,62.82,83.82
Raymond Butler,FTSL,68.24,50.09,49.57
William Madaras,FTTM,73.88,66.17,73.74
Cecilia Morrow,STEI,63.9,31.54,42.15
James Valdez,STEI,59.4,25.13,27.95
Weldon Martinez,STEI,79.76,46.22,67.02
Iola Praino,FTSL,59.94,31.42,54.44
Myrtle Hale,FTI,70.76,33.42,42.14
Charlene Harris,SITHR,42.95,63.82,79.43
Susan Smith,STEI,70.31,41.16,54.94
Eddie Butler,STEI,60.83,45.98,51.67
Daniel Hernandez,FTI,80.17,42.59,66.14
Tommy Waldecker,FMIPA,64.88,43.27,51.29
Robert Carver,FTTM,43.39,51.49,65.31
Jose Roberts,FTMD,82.47,51.42,59.34
Diana Diaz,STEI,68.9,56.87,61.88
Alexander Burke,STEI,82.33,49.47,54.66
Lamont Rivera,FTTM,60.04,43.42,49.8
Thomas Hopkins,SITHR,52.95,32.59,32.97
Melvina Amyx,FTI,75.0,42.7,50.29
Carmella Estrada,FTI,83.74,32.26,38.52
Charles Roby,FTI,58.54,54.49,63.03
Hee Thompson,FTTM,67.34,33.27,36.6
Sandra Davis,FITB,59.48,29.96,47.52
Russell Mozie,SAPPK,68.54,35.01,35.64
Dorothy Noles,FTMD,62.71,47.65,53.55
Katie Bowles,FTMD,82.81,64.57,74.86
Robert Brooks,FTI,51.31,42.34,63.28
Jeffrey Thomas,FTI,87.53,50.89,56.99
Edna Farrell,FTTM,77.25,60.78,60.99
Andrew Ludwig,STEI,50.46,41.7,43.01
David Gonzalez,STEI,66.48,45.72,54.25
Carmela Gaines,STEI,49.6,67.74,77.06
Lydia Bennett,STEI,71.37,51.77,51.09
Jeff Sedlock,STEI,57.44,55.14,60.1
Deborah Foote,SAPPK,74.14,39.76,46.42
Mary Green,FTSL,62.39,56.03,62.28
Robin Johnson,FTMD,95.92,56.55,65.15
Charlotte Horne,SITHS,74.19,55.54,57.72
Willie Sahsman,FMIPA,60.38,45.95,56.03
Jennifer Grube,FTTM,61.68,37.83,47.47
Dale Withem,FITB,75.93,58.62,68.94
Raleigh Beard,FMIPA,54.37,51.43,51.88
Michael Clay,FTSL,61.76,47.9,39.55
Anika Niese,FTMD,58.63,42.82,42.92
Phil Berry,STEI,79.42,59.38,73.5
Susan Morris,SAPPK,63.53,52.86,58.48
Pamela Hall,FMIPA,67.28,36.1,37.65
Alfred Wells,STEI,73.34,22.16,40.24
Paul Westphal,SAPPK,63.29,39.43,43.41
Henry Ethridge,SITHR,63.23,61.21,67.28
Gloria Smith,STEI,59.49,52.85,51.66
Ramon Ohlsen,FTI,33.15,41.09,44.19
Jose Brown,FTI,61.74,61.5,69.58
Sandra Parks,SITHR,94.04,40.95,37.43
Cheryl Schrom,FTSL,79.39,46.28,59.95
Valerie Levine,FITB,66.18,45.45,61.15
Carlyn Scales,FTSL,58.62,49.74,51.28
Effie Ray,STEI,67.64,57.93,65.84
Elizabeth Gavin,FTI,63.09,49.04,62.47
Wesley Hood,FMIPA,77.64,35.71,28.73
Rhonda Norwood,SAPPK,59.99,42.88,50.23
Brenda Grate,FTSL,77.93,51.53,56.53
Gordon Clark,FTI,66.65,24.86,28.21
Armando Aguilar,SAPPK,53.57,43.22,44.16
John Hill,FTSL,69.13,36.12,37.64
Anne Robins,FTI,73.13,45.81,51.83
George Burroughs,STEI,72.18,68.11,70.32
Maria Gazaille,FTTM,77.9,49.64,50.55
Leon Leavitt,FTSL,76.16,41.42,63.49
Corey Scholer,FMIPA,42.42,65.99,70.9
Travis Johnson,STEI,79.04,46.93,62.04
Clara Aho,STEI,78.71,52.55,59.46
Sharon King,FTMD,93.37,39.45,56.9
Henry Mcauley,FITB,69.24,47.63,53.1
Annie Sheppard,FTI,76.7,37.21,70.58
Roxie Parks,FTTM,81.76,54.0,71.6
Joseph Ball,FTI,85.78,53.42,62.21
Scott Darley,FTMD,51.3,62.5,64.29
Timothy Magness,FITB,53.48,38.39,49.12
Jannie Anderson,STEI,68.69,47.32,58.86
Lillian Mcquillen,FMIPA,88.19,21.6,21.34
Neil Skinner,FMIPA,83.14,46.67,53.97
Eileen Deen,SITHR,63.77,26.15,37.58
Nicole Mcloughlin,FTTM,83.05,44.96,46.7
Chris Blair,SITHS,59.55,42.26,43.28
Samuel Morrison,FTI,76.11,57.47,54.5
Ruby Bump,STEI,93.03,46.68,55.89
Edward Ramsey,SITHS,67.59,36.74,39.36
Ryan Berg,FITB,66.36,46.9,57.71
Barbara Sheley,FMIPA,60.89,44.22,37.75
Kenneth Bourque,STEI,60.14,63.06,66.91
Cristina Cason,SAPPK,66.2,44.65,49.63
Kenneth Bills,SAPPK,75.8,38.74,51.22
Mohammed Kroon,STEI,61.3,49.57,49.21
Calvin Brookins,SITHR,82.95,49.55,54.18
Carroll Minor,FITB,71.73,41.94,48.51
Larry Laflamme,SITHS,63.79,29.19,22.95
Susan Ohno,SITHR,61.77,34.93,43.28
Barbara Messer,FITB,50.81,38.6,55.06
Cassandra Levan,SITHR,61.53,52.03,43.95
Lucy Walsh,SITHR,57.51,32.33,29.69
Judy Allen,FTTM,59.03,38.73,51.08
Anita Green,FTSL,64.88,55.82,57.97
Trina Nixon,FMIPA,53.27,32.98,51.74
Robert Ford,STEI,64.02,52.57,65.42
Andy Krull,FTSL,80.3,57.55,57.72
Seth Houston,FTI,75.51,49.17,54.05
Ryan Burgess,FTMD,51.45,47.06,49.64
Genevieve Hinton,STEI,69.85,24.95,48.25
Lynn Spiegler,FTTM,60.56,48.05,54.43
Kristin Hancock,SITHS,60.08,48.86,48.09
Edward Rudd,STEI,68.73,49.31,48.88
Angelia Rodriguez,FTTM,55.58,47.29,50.54
Maryann Walters,FTI,56.9,42.18,35.39
Felix Jones,FMIPA,91.98,45.6,45.28
Stefan Miller,STEI,82.79,50.18,60.17
Norman Whiting,FTSL,73.46,36.32,42.78
Megan Didonna,FITB,32.6,50.36,55.74
Emmitt Strother,SAPPK,76.1,43.03,51.94
Cynthia Cusick,FTSL,62.47,44.92,43.12
Juan Hall,FTMD,50.17,34.74,37.15
Michael Williams,FTSL,75.92,37.91,41.59
Keith Coppage,FTI,64.59,50.59,58.52
Spencer Suddoth,FTTM,69.14,47.28,56.5
Lawanda Stollsteimer,STEI,84.38,55.6,68.08
Grace Stubbendeck,FTSL,82.68,28.59,34.84
Brandon Swiney,FITB,73.39,29.16,37.22
Ryan Lashbrook,STEI,73.76,45.48,53.57
John Williams,FITB,78.34,49.49,51.2
Judy Matten,FMIPA,43.89,33.64,37.33
Jerry Duhl,FMIPA,82.76,46.53,44.06
George Barber,STEI,78.81,36.76,47.75
Kerri Gerdes,STEI,77.12,50.47,69.29
Marie Sullivan,STEI,55.32,58.46,57.86
Lorraine Baker,FTMD,77.74,39.73,35.04
Sean Lyle,FMIPA,74.97,40.72,52.97
James Gaddie,STEI,79.17,73.81,86.83
Danielle Cherry,STEI,81.5,41.82,48.84
Omar Stubbs,FTI,52.25,44.53,52.81
Nellie Ferrell,STEI,72.83,35.37,33.13
Dorian Shadwick,STEI,71.39,37.31,35.09
Lauren Kuster,FTI,76.84,51.6,58.23
Philip Kruger,FTI,75.74,48.52,56.6
Rebecca Verstraete,SITHR,74.23,43.32,42.43
Thomas Asante,FTSL,73.75,56.94,58.25
Angel Howard,SAPPK,81.92,58.04,56.71
Warren Trimble,FITB,77.06,36.13,40.91
Allison Williams,FMIPA,71.02,37.54,45.21
Martin Hemenway,STEI,67.95,44.68,50.84
Brenda Oppenheim,FTI,47.96,58.52,60.47
Rudy Adams,FITB,88.47,30.18,43.72
Josie Walsh,FITB,90.25,30.22,44.7
Brittney Bettinson,FTTM,76.97,21.41,34.78
Arminda Giles,FTTM,96.33,43.38,58.84
Kathryn Bryant,STEI,72.79,54.92,54.31
Patricia Dobkowski,FTTM,58.8,34.87,45.71
Susan Bocanegra,FTI,85.86,50.54,65.79
Robert Tadych,SAPPK,68.23,36.3,50.05
Elroy Adelson,FMIPA,84.21,37.44,34.77
Pearl Dozier,FMIPA,74.12,50.06,60.16
Richard Tirabassi,STEI,54.55,29.3,44.79
Martha Engelbrecht,STEI,73.63,39.61,52.66
Clifford White,FTI,62.54,48.24,48.71
Pearl Hale,SITHR,74.34,35.68,64.87
Thomas Sluss,FTTM,66.06,36.13,46.9
Wendy Heinz,STEI,67.25,38.83,49.84
Raymond Derry,STEI,69.64,42.1,51.39
Jesse Grisby,FTSL,56.02,12.37,25.14
Louis Fisher,SAPPK,92.36,45.95,47.87
Timothy Powers,FTTM,70.45,58.87,64.44
Johnnie Main,FTI,78.63,54.27,57.31
Regina Gonzalez,FTI,93.39,48.57,61.29
Michael Ponce,FTTM,59.49,57.34,60.68
Marina Teel,STEI,70.48,49.27,52.78
Mary Paulsen,FTSL,65.69,44.08,50.62
Ivan Wilkerson,FMIPA,65.5,43.27,39.59
Madeline Chien,FTI,55.25,24.53,36.39
Nicholas Clayton,FMIPA,46.72,26.02,47.93
Joshua Johnson,FTI,46.16,45.22,44.87
James Thornton,FTSL,70.54,38.72,49.02
William Obryant,FTTM,86.51,62.18,64.62
Effie Malone,SITHR,77.04,64.99,60.56
Sally Keller,STEI,67.95,35.76,43.92
Raymundo Lane,SITHR,78.71,33.11,36.91
Nancy Daly,FTMD,63.55,59.43,55.71
Jodi Bruce,FTMD,70.3,55.64,67.94
Sue Howard,FTMD,65.34,52.47,60.89
Charles Perkins,FTSL,75.31,34.32,51.62
Sammy Mclaughlin,SITHS,62.71,60.65,72.39
Bryan Hodge,STEI,70.79,31.74,41.51
Marjorie Ford,FMIPA,84.06,57.05,57.81
John Davis,FTTM,75.72,26.4,40.03
Howard Gregory,SITHS,69.21,40.4,52.95
Lucie Simmons,FMIPA,85.66,40.27,37.35
Eric Freeman,FTSL,53.5,55.71,62.25
Gertrude Applebury,SAPPK,51.69,53.64,45.58
Andrew Avalos,FTTM,82.76,22.89,38.05
Natalie Harvey,SAPPK,64.89,30.55,34.45
John Orlowski,STEI,100.0,41.29,49.77
Joseph Salgado,FMIPA,49.33,48.49,59.52
Dennis White,FTSL,91.19,25.87,41.41
Doug Dixon,FTTM,48.59,35.65,39.59
Charles Tyson,FTSL,72.36,39.82,53.05
Ernest Roloff,SAPPK,65.78,27.3,43.16
Matthew Mcnally,FITB,58.69,43.67,61.73
Patricia Bedward,STEI,67.2,48.77,63.82
Geraldine Rodriguez,FTMD,92.28,49.62,58.9
Bert Reed,FTSL,76.1,43.93,57.38
Murray Howell,FITB,74.3,42.73,56.03
Donald Hibbs,FTTM,55.42,50.33,55.41
James Avery,FMIPA,67.28,36.13,41.74
Betty Sams,FMIPA,91.88,53.89,67.13
Britt Roush,FTSL,72.96,55.31,58.46
Kevin Rice,STEI,71.09,48.48,57.02
Roberta Davis,STEI,70.66,42.93,60.32
Rodrick Hanna,FTSL,97.32,50.8,54.63
Patrica Feinstein,FMIPA,47.32,41.15,45.07
Diane Watkins,FTI,64.39,71.84,75.28
Abigail Robinson,STEI,57.48,53.53,68.87
Robert Burke,SITHS,90.94,45.59,50.97
Melanie Clark,FMIPA,83.35,31.79,41.02
Leo Hall,STEI,77.48,34.84,42.63
Betty Kemp,SAPPK,56.23,66.44,61.03
John Brayboy,FTI,73.11,43.17,42.87
Evelyn Strelow,FTTM,62.59,42.92,52.56
Carolina Stafford,FTI,49.1,53.01,49.31
Loretta Lau,FTI,82.51,26.16,19.4
Harold Longoria,STEI,36.75,70.75,83.79
Terrence Suggs,FTI,87.07,44.28,37.53
Alice Gonzalez,FITB,94.03,47.29,32.8
Albert Farry,FTSL,63.2,39.8,56.81
Brittany Dobies,STEI,82.9,39.76,53.62
Issac Ensing,STEI,66.8,26.81,47.0
John Bosma,SITHR,78.7,36.58,39.21
Kenneth Morales,FTSL,75.5,58.54,70.93
Donald Garcia,FTSL,70.35,51.27,58.7
Terry Calkins,FTI,92.18,50.97,55.99
Sean Ngo,STEI,76.27,40.28,38.21
Walter Hudgins,FTI,81.46,43.66,52.17
Marvin Devlin,FMIPA,97.49,31.47,40.46
Raymond Mcneil,STEI,80.25,49.36,40.99
Marsha Brooks,SITHR,100.0,45.83,58.39
Marisol Harris,FTI,71.43,51.74,60.76
Evelyn Rivera,FTMD,73.43,62.23,70.43
Phyllis Fedor,FTMD,60.12,51.47,51.97
Lester Fogle,FMIPA,94.64,53.54,52.27
Amanda Roberts,FTTM,65.86,45.24,43.42
Tyson Smith,FTI,76.55,35.76,50.46
Joseph Baker,FTMD,72.99,61.99,59.54
Martha Hanks,FMIPA,64.42,42.56,47.83
Roger Huffman,FTTM,57.85,55.08,50.44
James Moser,STEI,50.48,37.68,51.42
Timothy Sumners,FTTM,93.23,39.76,42.38
Barbara Nations,FTI,59.57,38.92,60.54
Jennifer Johnson,FTI,79.37,41.2,53.37
Carolina Dipippo,FTI,60.78,50.81,54.17
James Schmitt,FTTM,59.96,40.48,52.82
Otis Valdovinos,FTSL,62.01,37.31,47.94
Jeffrey Sloan,FTI,82.55,42.79,65.4
Elouise Moses,FTMD,96.16,57.44,59.95
James Gonzales,FTSL,74.2,47.82,56.49
Wesley Peters,FTI,55.54,32.15,44.29
Robert Creasey,FTSL,79.69,46.0,59.83
Justin Leaton,STEI,75.09,38.5,39.38
Rosemarie Leach,FITB,73.4,39.25,47.68
Michael Warnock,FTSL,90.69,42.35,51.64
Mary Rossignol,SAPPK,77.4,52.57,64.66
John Breen,SITHR,63.96,42.73,47.32
Ricky Sheehan,FTSL,100.0,64.78,72.77
Steven Curtis,FTSL,45.92,48.48,61.81
Mai Gayhart,STEI,74.38,61.92,72.0
Elizabeth Elhard,FTMD,68.1,44.47,53.36
Jessica Christinsen,FTI,73.14,37.77,47.21
Shannon Muir,FITB,51.9,64.44,80.37
Tara Demma,FTI,66.42,53.98,54.53
Anthony Dean,FTI,82.41,57.01,59.6
Kristie Halley,FITB,51.7,60.57,59.17
Sandra Severs,FITB,76.61,33.7,56.18
Beverly Lewandowski,STEI,61.95,27.34,36.83
Charles Huff,STEI,61.46,22.86,28.56
Raul Walker,FTSL,63.18,55.82,56.09
Donald Coker,STEI,78.53,48.69,75.37
Daniel Flournoy,FMIPA,61.64,42.26,43.27
Michael Bennett,SITHR,84.12,52.53,58.37
Mary Jordan,FITB,63.44,25.18,47.26
Rachel Lane,SAPPK,55.55,40.45,42.23
Thomas Roe,FTSL,78.64,53.86,56.95
Daniel Lucero,FTI,80.08,37.32,49.46
Norma Laditka,FTSL,84.15,65.2,72.73
Glen Francis,FTI,67.49,26.34,33.87
Benjamin Goh,SITHR,76.77,28.8,48.97
Bryan Ryan,FTTM,79.32,41.71,48.86
Julia Hoyle,FTTM,79.2,46.49,49.89
Jan Luong,FMIPA,72.69,28.41,30.02
Randy Taylor,SITHR,61.29,50.41,69.53
Marie Patterson,SITHS,41.07,53.93,65.39
Kathy Lancaster,FITB,65.27,53.32,56.25
Jewell Coyle,FTMD,61.44,40.94,33.07
Angelic Gray,FTMD,47.13,47.67,42.6
Anthony Velarde,FMIPA,47.19,36.14,47.05
Martha Cates,FTSL,89.25,58.6,59.32
John Ramos,FMIPA,65.65,60.71,55.54
Amy Kettner,STEI,69.26,37.17,55.67
Holly Brown,FMIPA,79.33,48.93,61.88
Gladys Parham,FTTM,80.07,63.69,76.32
Tina Bonnette,SITHR,86.89,62.51,70.78
Willie Banks,FTMD,91.35,45.58,62.76
Derek Munoz,FMIPA,74.41,48.68,46.13
Alice Duncan,FMIPA,53.3,48.17,61.76
Nancy Lockwood,FMIPA,48.4,35.36,49.49
Lillian Morey,FTTM,86.59,47.45,64.4
Douglas Sangi,FTI,57.14,31.34,47.92
Richard Saari,SITHR,64.82,52.52,46.76
Lucille Traylor,FTTM,74.83,41.17,55.02
Valerie Burger,FTMD,40.21,46.21,54.76
James Souza,SITHS,83.47,40.9,49.53
Claire Valerius,FMIPA,57.07,44.81,45.77
Joseph Hayne,FTSL,85.68,37.35,33.61
Dorothy Kincaid,FTI,80.1,48.26,64.25
Roger Oliver,FTTM,80.97,50.7,55.91
Ernest Smith,SITHR,81.49,43.01,50.73
Richard Derose,FTMD,60.43,49.53,60.06
Dion Black,SAPPK,53.77,51.89,60.16
Joseph Murphy,FTTM,99.71,51.03,58.7
Kenneth Mccoy,STEI,71.22,77.44,83.66
Jason Detamore,FTTM,74.32,65.19,67.7
Roy Sexton,FTSL,71.78,51.38,52.33
Clara Beane,FTMD,69.59,45.83,52.63
Nicole Cohan,FMIPA,87.11,60.19,76.74
Nicole Roderick,FTSL,50.46,39.57,61.15
Stanton Mckoy,FTTM,75.34,33.99,42.03
Danielle Chavez,FTSL,46.47,50.58,53.85
Timothy Mcgee,FTI,66.44,39.86,53.52
Stanley Wiseman,SITHR,88.01,64.34,71.2
Wesley Rivas,FTMD,54.17,25.92,41.46
Carmen Lee,STEI,78.28,53.74,71.9
James Sloan,SITHR,70.34,47.88,56.54
Tanna Waters,FTSL,84.0,36.55,51.98
Roger Reynoso,SITHR,89.9,48.35,43.26
Tania Curtis,STEI,57.89,39.69,41.82
Max Peterson,FMIPA,58.58,45.36,46.0
Ruby Hannon,FTI,71.21,34.91,44.22
Joshua Baker,SITHS,60.67,38.78,34.15
Amy Thompson,STEI,79.89,57.52,50.62
Andrew Akins,FMIPA,88.64,36.47,38.28
Marvin Konwinski,FTTM,70.09,34.51,33.92
Nick Mackey,STEI,64.83,46.3,45.63
Billy Huff,SAPPK,63.41,52.91,46.04
Nicholas Hartsfield,FTTM,52.29,60.81,57.04
Clara Batchelor,SITHR,48.4,65.36,81.44
Marjorie Mcneely,STEI,57.28,45.02,50.16
Thaddeus Brown,FTMD,72.02,47.06,57.43
Tammie Padron,STEI,68.46,35.04,44.78
Gloria Davis,FTI,82.55,55.34,48.94
Sharon Maddox,STEI,68.53,53.08,58.99
Willie Williamson,FTTM,62.85,40.89,54.23
Robert Garrison,FITB,51.79,56.1,61.21
Susan Bennett,SITHR,100.0,58.31,62.51
Michael Grimes,SAPPK,72.35,51.73,54.11
Markus Kurylo,FTMD,59.41,53.76,65.96
Marilyn Rodriguez,FTMD,56.1,39.62,41.91
Robert Rotz,FTTM,63.36,38.5,51.61
Antonio Roberts,STEI,46.49,29.27,37.4
Jessica Kulish,FITB,70.19,45.58,56.82
Adriana Boyer,FITB,82.55,18.73,35.42
Cecelia Wilson,STEI,98.19,41.45,51.95
John Hospelhorn,SITHS,72.05,35.08,37.81
Clifford Debernardi,FTSL,77.31,42.98,56.2
Doris Cleveland,SAPPK,55.16,49.82,49.83
Bill Wells,FITB,59.45,46.66,45.48
Ethan Lerner,FTI,71.69,56.61,52.04
Floy Venable,SAPPK,74.87,71.83,73.7
Kelly Knight,FTI,64.67,55.77,60.53
Bud Reed,STEI,40.38,43.56,49.84
Yolanda Knight,FTMD,62.92,30.14,48.55
Mark Dykstra,FTI,55.44,51.44,56.6
Margaret Hurst,FTTM,68.76,51.16,68.94
Jonathan Peterson,FMIPA,55.88,39.3,44.97
Ray Thomas,FTTM,62.54,35.81,43.34
Ione Wills,FITB,84.38,44.99,53.65
Jesse Rothman,FTSL,57.48,23.07,34.67
Kenny Wall,FTTM,85.78,68.72,68.44
Jennifer Russell,FTSL,78.37,49.91,72.67
Van Green,FTSL,62.02,30.65,34.25
Richard Barnhart,FTI,73.04,39.09,45.63
Samantha Shea,FTSL,46.76,40.43,59.65
Edward Brown,FTI,76.26,70.54,70.7
Alan Wolery,FTTM,79.31,48.54,50.32
Sara Williams,STEI,86.17,49.41,51.61
Patricia Seal,SITHR,94.5,43.71,46.65
Cleo Hupp,SITHS,46.35,49.69,49.9
Donald Gault,FITB,83.73,56.38,63.02
Ted Booker,STEI,100.0,42.8,43.2
